raisHand,sleeping,eyeCoordX,eyeCoordY,timestamp
"0","0","380.1343702927731","282.6665339262589","1770"
"0","0","377.3861344807456","280.5773987977401","1771"
"0","0","376.88029275556505","287.09273379781973","1771"
"0","0","369.4183911775288","288.0697490857995","1771"
"0","0","366.63304160086165","289.5005168085513","1771"
"0","0","365.75340599534616","290.5917864260466","1771"
"0","0","366.2523508756355","290.45429063879925","1771"
"0","0","366.0520737935482","290.58790123980975","1771"
"0","0","366.6067026676744","291.084855950397","1771"
"0","0","369.4098688883074","289.75255966186523","1771"
"0","0","370.5431099485553","286.3213962057362","1771"
"0","0","371.28746653287607","287.69293163133705","1771"
"0","0","372.9913034393457","285.0630034571109","1771"
"0","0","372.47141094299025","285.20069412563157","1771"
"0","0","373.1237241754121","279.3092767052028","1771"
"0","0","373.5908632415334","279.5741127884906","1771"
"0","0","371.8988372948752","277.6357127272564","1772"
"0","0","371.9585853102105","276.48650977922523","1772"
"0","0","371.71449761641657","274.50431616409963","1772"
"0","0","369.5112985857366","276.6183740159739","1772"
"0","0","369.1567496705854","275.54553488026494","1772"
"0","0","367.7539953204434","274.38360048376995","1772"
"0","0","370.03838607569065","275.0939717500106","1772"
"0","0","371.45564211612685","271.4277619900911","1772"
"0","0","375.61746953206773","265.87103968081266","1772"
"0","0","375.4596002022045","255.4167888475501","1772"
"0","0","376.5350349097731","243.30227727475372","1772"
"0","0","373.87067621404475","241.71468320100203","1772"
"0","0","378.88455924805277","210.28009580529255","1772"
"0","0","378.2007194592052","168.6207533919293","1772"
"0","0","383.2564256522074","123.53249840114427","1772"
"0","0","385.5209821006328","91.41137496284816","1772"
"0","0","386.8462724320626","58.5188629316247","1772"
"0","0","393.23513003627653","51.08685783717943","1773"
"0","0","393.7247444225841","69.44949937903363","1773"
"0","0","390.69307925028096","83.68571405825408","1773"
"0","0","394.05784305773284","87.09614297618036","1773"
"0","0","396.4372225127152","88.54588052500849","1773"
"0","0","394.49606909135883","91.00808848505434","1773"
"0","0","395.5928415544866","88.64680082901664","1773"
"0","0","394.4790228702235","89.26918693210767","1773"
"0","0","391.40976303502134","93.79614125127378","1773"
"0","0","394.16294417312844","89.88425545070483","1773"
"0","0","392.2446496406811","93.99418540622877","1773"
"0","0","389.2976853950172","94.81390579887058","1773"
"0","0","389.9242913095575","96.39846138332202","1773"
"0","0","389.8854424508565","96.25291077987008","1773"
"0","0","392.0344301616176","96.29329515540081","1774"
"0","0","395.99661211077677","94.9559618079144","1774"
"0","0","401.9799753581508","94.31664342465608","1774"
"0","0","406.83018625067757","93.87457971987517","1774"
"0","0","410.38912248383303","92.1644061544667","1774"
"0","0","412.5352987262051","90.85821068805197","1774"
"0","0","414.1651536859394","92.27632771367612","1774"
"0","0","412.21355931040205","93.27274985935377","1774"
"0","0","412.4303848777662","93.93027098282523","1774"
"0","0","412.00222362171525","94.31960396144702","1774"
"0","0","412.27304449492095","92.92193703029467","1774"
"0","0","412.6744101492412","94.20082092285156","1774"
"0","0","412.9308886733352","94.32449672533117","1775"
"0","0","413.14373892460145","95.20209768544072","1775"
"0","0","411.4622607071434","96.5080277816109","1775"
"0","0","411.08944997833106","96.58169787863027","1775"
"0","0","411.6538380892083","95.4142197318699","1775"
"0","0","410.6249704315332","95.31804789667544","1775"
"0","0","409.4999050523676","94.77223603621773","1775"
"0","0","411.4616512681879","91.93804699441661","1775"
"0","0","408.3966546309622","94.91836547851562","1775"
"0","0","407.12009356923085","95.04861748736838","1775"
"0","0","403.2889319606945","94.36380635137144","1775"
"0","0","397.6560380013936","92.67925096594769","1775"
"0","0","393.72203151575115","91.47535572881284","1775"
"0","0","393.1598799308522","91.12136840820312","1775"
"0","0","393.6757314034056","90.30918453050695","1775"
"0","0","395.55667028472755","90.6063461303711","1775"
"0","0","391.4907744740756","92.6479090815005","1775"
"0","0","390.6628980590967","97.53340845522673","1775"
"0","0","389.10600965673274","98.27956489894702","1776"
"0","0","394.75331146751296","95.46059815779977","1776"
"0","0","393.1032324978039","95.07484436035156","1776"
"0","0","391.94722371808655","94.48955038319463","1776"
"0","0","393.0936416370447","93.37458403214164","1776"
"0","0","392.7482359489186","92.25406812584919","1776"
"0","0","396.1278903541383","91.80180093516474","1776"
"0","0","396.0216984908547","88.30368705417798","1776"
"0","0","394.9721698669726","88.3738841181216","1776"
"0","0","395.00605861536053","86.68070917544158","1776"
"0","0","394.601002652109","85.50048164699389","1776"
"0","0","397.27570866854","89.50031446373981","1776"
"0","0","399.4128205331319","115.29755841130796","1776"
"0","0","399.7718334654302","150.64651655114216","1776"
"0","0","398.4140092220033","177.82191400942594","1776"
"0","0","399.18099718230764","198.26956873354703","1776"
"0","0","397.2822605479848","196.46028933317766","1776"
"0","0","394.40005535143985","187.5465558922809","1777"
"0","0","395.84108279652577","191.81774802829906","1777"
"0","0","402.53146668940644","191.93187050197434","1777"
"0","0","399.48542261808115","190.3902368960173","1777"
"0","0","390.099389610108","203.83692534073538","1777"
"0","0","391.54709706466167","200.48124396282694","1777"
"0","0","388.88723626661533","210.37620046864384","1777"
"0","0","384.82811779496774","210.40164781653363","1777"
"0","0","384.4133623479086","211.84448408043903","1777"
"0","0","387.52314535624674","215.73159591011378","1777"
"0","0","360.8512104527232","222.18812784423","1777"
"0","0","377.00973939667483","210.2590328714122","1777"
"0","0","380.04086206974597","210.03310327944547","1777"
"0","0","390.79939595820235","221.4990324559419","1777"
"0","0","383.27816504610786","213.06790807972783","1778"
"0","0","378.77476742393094","221.7176113957944","1778"
"0","0","373.60406966871057","225.32442507536516","1778"
"0","0","374.5636953691547","222.44773095068723","1778"
"0","0","358.2712450894443","216.26916802447775","1778"
"0","0","357.70775388872795","212.96898551609203","1778"
"0","0","360.2368565609581","204.2257607501486","1778"
"0","0","360.20448894591993","201.8725934235946","1778"
"0","0","366.6109408145887","198.98659415867016","1778"
"0","0","371.23211107755964","199.94438337243122","1778"
"0","0","374.4422699960225","198.78629767376444","1778"
"0","0","373.73955813321203","198.95448270051375","1778"
"0","0","374.5563270714865","196.8298688142196","1778"
"0","0","377.11320192619945","194.95093801747197","1778"
"0","0","376.1517051988812","189.3438621189283","1778"
"0","0","378.7821209373657","187.57745825726053","1779"
"0","0","380.5404471894771","186.56718378481656","1779"
"0","0","381.658884714665","181.13476297129756","1779"
"0","0","380.5773527428294","176.014927573826","1779"
"0","0","381.36197213350874","176.4015355317489","1779"
"0","0","382.98949919248884","174.20299281244692","1779"
"0","0","386.96174263383784","177.35110573146653","1779"
"0","0","386.87337562798314","176.67008690212083","1779"
"0","0","387.29684001521065","177.0933773206628","1779"
"0","0","385.7319444874257","174.42750101504117","1779"
"0","0","382.4726448561016","176.72090447467306","1779"
"0","0","379.528275859413","175.2494828597359","1779"
"0","0","378.4520588194925","175.42285587476647","1779"
"0","0","377.7519087357955","174.53026066655698","1779"
"0","0","376.2220436534243","174.9372739377229","1779"
"0","0","374.7822416570198","177.5824737548828","1779"
"0","0","376.1666134555945","176.48867565652597","1779"
"0","0","377.1178532103032","173.61737292745838","1780"
"0","0","375.692313071073","175.07870549740997","1780"
"0","0","377.1909661726518","175.8411042586617","1780"
"0","0","377.29819375362126","174.14212848829186","1780"
"0","0","378.01203485881314","174.90587483281675","1780"
"0","0","377.87138176876965","175.3237666254458","1780"
"0","0","378.651641042609","175.2101019154424","1780"
"0","0","383.32900597147966","175.7947482233462","1780"
"0","0","383.63359772987917","177.14509798132855","1780"
"0","0","387.77682370546336","179.7808489592179","1780"
"0","0","390.85911070901244","181.68421537979788","1780"
"0","0","393.77708307293614","184.49080923329228","1780"
"0","0","396.57402677399125","186.7675383194633","1780"
"0","0","400.14072637238576","185.7495233286982","1780"
"0","0","414.1490487276653","184.55333543860394","1780"
"0","0","414.3828663073088","186.68192324431047","1780"
"0","0","417.74984076833044","187.98349463421366","1781"
"0","0","417.8736702220862","186.97769828464672","1781"
"0","0","417.2240181516803","184.86683389414912","1781"
"0","0","416.7869469309538","183.6889117697011","1781"
"0","0","415.28804906817714","180.59989265773606","1781"
"0","0","416.52724380128126","179.5080035665761","1781"
"0","0","420.89317577307304","181.05654840884","1781"
"0","0","423.36915705192604","179.92605126422384","1781"
"0","0","427.8996244001617","182.3437267801036","1781"
"0","0","423.9820538753528","186.28407022227412","1781"
"0","0","425.3364046452719","189.586065541143","1781"
"0","0","430.6084992440694","193.9074474832286","1781"
"0","0","431.05648451444637","194.18902189835256","1781"
"0","0","432.56659375423453","195.03130705460256","1781"
"0","0","434.30536375091407","196.09185923700747","1781"
"0","0","436.3378500596188","196.4999074521272","1781"
"0","0","441.5667436910018","197.51747628916866","1781"
"0","0","442.24486937363184","196.5102320132048","1782"
"0","0","443.362265842383","192.1890756358271","1782"
"0","0","443.1661690022957","191.2003061045771","1782"
"0","0","444.47344369295115","190.83961486816406","1782"
"0","0","443.5153307070573","190.86437059485394","1782"
"0","0","442.38881647301633","195.537515723187","1782"
"0","0","442.3726558685303","196.93423229715097","1782"
"0","0","441.8089110771435","197.2354623545771","1782"
"0","0","441.296446400396","189.79777792225713","1782"
"0","0","442.48813859583663","191.60085263459578","1782"
"0","0","443.0333753750085","192.2982174417247","1782"
"0","0","442.7723318081724","193.25595192287278","1782"
"0","0","443.9629344620773","192.79643514881963","1782"
"0","0","445.4731716265519","195.2894293743631","1782"
"0","0","445.01402877734614","199.2917301343835","1782"
"0","0","443.1474425119647","200.18644084101138","1782"
"0","0","443.2981071974102","200.7462460061778","1782"
"0","0","443.9781827561593","200.2592833145805","1783"
"0","0","441.5869814585271","201.50696630063263","1783"
"0","0","442.2057921806591","200.13134997823963","1783"
"0","0","442.79997709265166","196.4723139223845","1783"
"0","0","445.01153188459045","194.2543543940005","1783"
"0","0","443.5530559640182","198.7575862718665","1783"
"0","0","445.2000916403447","200.41451827339503","1783"
"0","0","447.28260409889043","199.73542089047638","1783"
"0","0","445.45070575184803","202.8844932887865","1783"
"0","0","447.94439279291623","203.52632439654806","1783"
"0","0","448.24653652866493","205.1845351509426","1783"
"0","0","446.41532646982296","205.17858588177225","1783"
"0","0","448.9319861562629","205.98836484162703","1783"
"0","0","448.57234817942935","205.9823061072308","1783"
"0","0","448.83024763262443","205.81006920855978","1783"
"0","0","448.1967514439633","205.89974278989044","1784"
"0","0","449.1378763189727","206.56687529190725","1784"
"0","0","448.69128405192254","207.57187884786853","1784"
"0","0","448.2709346205424","208.9648329693338","1784"
"0","0","449.09969192942935","207.46222952137822","1784"
"0","0","450.817225606818","207.1227164890455","1784"
"0","0","449.41481622212245","207.9199616805367","1784"
"0","0","450.34065830650513","206.2425132419752","1784"
"0","0","450.48637910322714","206.36421037756878","1784"
"0","0","450.5261831876764","206.38602547023606","1784"
"0","0","450.4075651762018","205.9269681184188","1784"
"0","0","450.83213714891644","205.70117950439453","1784"
"0","0","450.0857083078777","205.39641338845956","1784"
"0","0","449.52253168279475","205.2326202392578","1784"
"0","0","449.5995337198796","205.93952510667884","1784"
"0","0","450.08436376398265","205.19910066024116","1784"
"0","0","447.21161349538414","204.53780962073284","1785"
"0","0","444.64910338369856","203.9657974243164","1785"
"0","0","443.7910209318097","202.88692971934444","1785"
"0","0","443.24959109274397","202.8460693359375","1785"
"0","0","443.15927462144333","201.2670268183169","1785"
"0","0","442.801297817504","200.5855195418648","1785"
"0","0","440.5518647671887","202.88511856742525","1785"
"0","0","438.25780083688255","205.59039903723675","1785"
"0","0","437.35142712387744","205.07570349651834","1785"
"0","0","433.6957420458634","204.42604396654212","1785"
"0","0","434.0215939425966","204.13854184358016","1785"
"0","0","433.4464215547845","204.30712160856828","1785"
"0","0","429.46936913084187","203.69819475256878","1785"
"0","0","427.957820892334","205.1339240696119","1785"
"0","0","425.536141281493","205.1212974216627","1785"
"0","0","419.8375815067565","208.0725628396739","1785"
"0","0","410.74783233934613","208.38291499925697","1785"
"0","0","406.7083510257411","207.3334967571756","1785"
"0","0","393.81871465290567","208.02227849545685","1786"
"0","0","388.3556987224013","207.9288217295771","1786"
"0","0","382.1219909704473","207.30595464291778","1786"
"0","0","372.21817673678606","207.47861779254416","1786"
"0","0","367.39307932876517","208.80341073741084","1786"
"0","0","364.71287522019384","210.0066375732422","1786"
"0","0","363.8063421660063","211.3970317011294","1786"
"0","0","363.91590319181745","211.1645051707392","1786"
"0","0","363.3707362270812","210.50939725792927","1786"
"0","0","363.66917404831884","211.2852030215056","1786"
"0","0","365.79803466796875","211.0126793902853","1786"
"0","0","370.03920413660666","208.68694471276325","1786"
"0","0","378.3348839134691","205.19822825556216","1786"
"0","0","388.5742762214259","205.4455052251401","1786"
"0","0","388.81200382013645","208.02826591159985","1786"
"0","0","395.2443821008126","208.4917167995287","1786"
"0","0","397.63264605873513","207.15554444686225","1786"
"0","0","399.1880582964592","206.98414678158966","1787"
"0","0","401.9302724080793","208.1500592439071","1787"
"0","0","404.215343238064","209.27533522896144","1787"
"0","0","405.23215846011516","210.00804403553838","1787"
"0","0","407.9030370027825","206.042596568232","1787"
"0","0","408.7316111514443","207.1963069749915","1787"
"0","0","407.6855839268443","207.91981406833813","1787"
"0","0","408.715006814619","205.51281970480213","1787"
"0","0","410.275883469285","202.3805983170219","1787"
"0","0","411.7558640840522","200.06035016930622","1787"
"0","0","410.8087302395031","196.9253921508789","1787"
"0","0","409.76435227827596","196.1759550675102","1787"
"0","0","411.5089936689897","193.4644184941831","1787"
"0","0","411.15507061972005","193.5256626295007","1787"
"0","0","412.7821904962713","194.36158885126528","1787"
"0","0","412.4133320858604","191.96904058041778","1787"
"0","0","412.1456701105291","191.2041307532269","1787"
"0","0","412.6960312692743","191.12681844960088","1788"
"0","0","412.7075219040282","190.45310974121094","1788"
"0","0","412.9777333382785","192.5276349938434","1788"
"0","0","411.71630311810804","192.9686969259511","1788"
"0","0","412.5450678191117","192.5243377685547","1788"
"0","0","409.9059835917642","193.01303034243375","1788"
"0","0","407.1396514673553","189.83076841934866","1788"
"0","0","406.6239856190659","190.05039380944294","1788"
"0","0","400.84135283693746","186.89422773278278","1788"
"0","0","397.94488414052574","183.72080429740575","1788"
"0","0","393.8183631166887","185.14429175335428","1788"
"0","0","391.7667402605121","187.2549355548361","1788"
"0","0","391.1474484347841","189.49691109035325","1788"
"0","0","390.0020596627414","186.87593708867612","1788"
"0","0","389.80104090494405","185.5297917905061","1788"
"0","0","390.02938749687524","185.27131453804347","1788"
"0","0","388.691864675312","185.25400576384172","1788"
"0","0","380.91691701606135","183.16326307213825","1789"
"0","0","375.45057524904684","185.3838182532269","1789"
"0","0","365.5600676468115","184.68550972316575","1789"
"0","0","354.0424910914955","183.28009563943613","1789"
"0","0","345.38377132141994","182.61430657428244","1789"
"0","0","333.8525441959144","185.19768258799678","1789"
"0","0","326.6890675029116","183.66189044454822","1789"
"0","0","320.2179530933143","186.85717043669328","1789"
"0","0","309.8939035954088","181.70487445333728","1789"
"0","0","304.0070058284194","183.31344936204994","1789"
"0","0","294.7158329794852","187.34929789667544","1789"
"0","0","286.905188583301","188.55884717858356","1789"
"0","0","282.98083948746824","191.0570476366126","1789"
"0","0","282.00608582017526","192.32631517493206","1789"
"0","0","281.8170028668271","191.70025701108185","1789"
"0","0","284.4720676184842","190.14016358748725","1789"
"0","0","283.0178337462211","188.88386933699897","1789"
"0","0","285.58583702196916","189.61249475893766","1790"
"0","0","287.26653331774844","189.33941716733185","1790"
"0","0","290.7181746195378","190.0604646102242","1790"
"0","0","294.2690764431748","187.23844113557234","1790"
"0","0","295.6456939113197","187.0866576485012","1790"
"0","0","295.6969574193635","185.98991559899372","1790"
"0","0","302.35419095418104","185.16375334366506","1790"
"0","0","305.8154001190332","182.4858458145805","1790"
"0","0","309.9731503719348","182.66718657120413","1790"
"0","0","314.4266148617393","187.2487043297809","1790"
"0","0","319.8263162859319","184.16457798170006","1790"
"0","0","323.03575734772755","187.41090194038722","1790"
"0","0","324.05726040379284","186.194254004437","1790"
"0","0","327.9420045916544","185.24734165357506","1790"
"0","0","331.9133451680818","184.53068940535834","1790"
"0","0","337.988742937882","186.49425506591797","1790"
"0","0","345.68762674286035","187.04007190206775","1790"
"0","0","354.2315715808047","185.28400918711787","1791"
"0","0","360.36447077846987","182.9930711829144","1791"
"0","0","365.332571148302","185.25537573772928","1791"
"0","0","370.2430721447229","184.89549719769022","1791"
"0","0","374.1152008640709","184.7438911769701","1791"
"0","0","377.3514670960641","191.48632547129756","1791"
"0","0","382.8063268524608","184.78633217189622","1791"
"0","0","385.9106398741024","184.42669246507728","1791"
"0","0","387.0614569495169","183.89889260996944","1791"
"0","0","378.71245680813587","185.4926465905231","1791"
"0","0","353.15484243146545","186.6078749946926","1791"
"0","0","330.43676366931516","188.67116347603175","1791"
"0","0","272.76585553821764","188.39259272036344","1791"
"0","0","244.62145718661222","187.74393993875253","1791"
"0","0","179.28368582109516","186.98527792225713","1791"
"0","0","95.26577926708751","175.67771331123683","1791"
"0","0","54.50288574090985","172.0670982029127","1791"
"0","0","-5.964319101360997","179.00490470554516","1792"
"0","0","-32.80373678253028","185.2982927405316","1792"
